EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date
ILD980792006,SAUGET AREA 1,SAUGET,ST. CLAIR,IL,Proposed NPL,No ,No ,No ,Yes,Insufficient Data,5.0,500753.0,"W OF FALLING SPRINGS RD, N OF JUDITH LN",62206.0,N,N,,38.585833,-90.172917,09/13/01
ILD980792303,CROSS BROTHERS PAIL RECYCLING (PEMBROKE),PEMBROKE TOWNSHIP,KANKAKEE,IL,Final NPL,No ,Yes,No ,Insufficient Data,Insufficient Data,5.0,500754.0,ADDRESS UNREPORTED,60944.0,N,N,,41.0909,-87.5893,09/08/83
ILD980794333,LASALLE ELECTRIC UTILITIES,LA SALLE,LA SALLE,IL,Final NPL,No ,Yes,No ,Insufficient Data,Insufficient Data,5.0,500755.0,ST VINCENT RD,61301.0,N,N,,41.354169,-89.0975,09/08/83
ILD980823991,KERR-MCGEE (KRESS CREEK/WEST BRANCH OF DUPAGE RIVER),DUPAGE COUNTY,DUPAGE,IL,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,5.0,500760.0,"KRESS CREEK JUST EAST OF EJ&E RR TRACKS TO MCDOWELL DAM, W.BR. DUPAGE RIVER",60185.0,N,N,,41.863611,-88.2093,02/11/91
ILD980824007,KERR-MCGEE (REED-KEPPLER PARK),WEST CHICAGO,DUPAGE,IL,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,500761.0,NEAR JCT OF YALE & NATIONAL,60185.0,N,N,,41.891939,-88.208339,02/08/10
ILD980824015,KERR-MCGEE (RESIDENTIAL AREAS),WEST CHICAGO,DUPAGE,IL,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,5.0,500762.0,ADJACENT TO PLT AT 258 ANN STREET,60185.0,N,N,,41.878333,-88.2075,08/30/90
ILD980824031,KERR-MCGEE (SEWAGE TREATMENT PLANT),WEST CHICAGO,DUPAGE,IL,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,500763.0,Near Junction of Yale Street & National Street,60185.0,N,N,,41.86359,-88.19314,04/22/13
ILD980996789,ILADA ENERGY CO.,EAST CAPE GIRARDEAU,ALEXANDER,IL,Deleted NPL,No ,Yes,Yes,Yes,Insufficient Data,5.0,500942.0,ROUTE 3,62957.0,N,N,,37.2584,-89.4635,01/08/01
ILD981000417,SOUTHEAST ROCKFORD GROUND WATER CONTAMINATION,ROCKFORD,WINNEBAGO,IL,Final NPL,No ,No ,No ,Yes,Yes,5.0,500955.0,2613 S 11TH ST,61109.0,N,N,,42.230689,-89.071111,03/31/89
ILD981781065,CENTRAL ILLINOIS PUBLIC SERVICE CO.,TAYLORVILLE,CHRISTIAN,IL,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501082.0,SOUTH WEBSTER STREET,62568.0,N,N,,39.5404,-89.2975,08/30/90
ILD982074759,PEOPLES GAS LIGHT & COKE WILLOW ST STATION,CHICAGO,COOK,IL,Not NPL,Yes,No ,No ,No,Insufficient Data,,,,,,,,,,
ILD982074767,PEOPLES GAS LIGHT & COKE - 22ND ST,CHICAGO,COOK,IL,Not NPL,Yes,No ,No ,Insufficient Data,Insufficient Data,,,,,,,,,,
ILD982074775,PEOPLES GAS LIGHT & COKE NORTH STA,CHICAGO,COOK,IL,Not NPL,Yes,No ,No ,No,Insufficient Data,,,,,,,,,,
ILD982074783,PEOPLES GAS LIGHT & COKE - DIVISION ST,CHICAGO,COOK,IL,Not NPL,Yes,No ,No ,No,Insufficient Data,,,,,,,,,,
ILD984807990,NORTH SHORE GAS (NSG) NORTH PLANT,WAUKEGAN,LAKE,IL,Not NPL,Yes,No ,No ,Insufficient Data,Insufficient Data,,,,,,,,,,
ILD984809228,NORTH SHORE GAS SOUTH PLANT,WAUKEGAN,LAKE,IL,Not NPL,Yes,No ,No ,No,No,,,,,,,,,,
ILD984836734,EVERGREEN MANOR GROUND WATER CONTAMINATION,WINNEBAGO COUNTY,WINNEBAGO,IL,Removed from NPL,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
ILD990817991,GALESBURG/KOPPERS CO.,GALESBURG,KNOX,IL,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501154.0,HWY 41S PO BOX 1191,61401.0,N,N,,40.895831,-90.395839,09/08/83
ILN000505540,SCHROUD PROPERTY,CHICAGO,COOK,IL,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,505540.0,SW of intersection of 126th Street and Avenue O,60633.0,N,N,,41.662606,-87.543503,11/08/19
ILN000508134,HEGELER ZINC,DANVILLE,VERMILION,IL,Final NPL,No ,No ,No ,Yes,Insufficient Data,5.0,508134.0,1 HEGELER LANE,61832.0,N,N,,40.076322,-87.650092,04/27/05
ILN000508170,ASARCO TAYLOR SPRINGS,TAYLOR SPRINGS,MONTGOMERY,IL,Final NPL,No ,No ,No ,No,Yes,5.0,508170.0,PUBLIC ROAD AND BROADWAY STREET,62089.0,N,N,,39.118677,-89.505458,09/27/06
ILN000508246,ELLSWORTH INDUSTRIAL PARK,DOWNERS GROVE,DUPAGE,IL,Not NPL,Yes,No ,No ,Insufficient Data,Yes,,,,,,,,,,
ILN000509241,ACME STEEL COKE PLANT,CHICAGO,COOK,IL,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,509241.0,11236 SOUTH TORRENCE AVE.,60617.0,N,N,,41.688533,-87.561392,03/07/24
ILN000510191,PEOPLES GAS SOUTH STATION FORMER MGP,CHICAGO,COOK,IL,Not NPL,Yes,No ,No ,No,Insufficient Data,,,,,,,,,,
ILN000510192,PEOPLES GAS CRAWFORD STATION FORMER MGP,CHICAGO,COOK,IL,Not NPL,Yes,No ,No ,No,Insufficient Data,,,,,,,,,,
ILN000510193,PEOPLES GAS NORTH SHORE AVENUE STATION FORMER MGP,CHICAGO,COOK,IL,Not NPL,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
ILN000510194,PEOPLES GAS THROOP STREET FORMER MGP,CHICAGO,COOK,IL,Not NPL,Yes,No ,No ,No,Insufficient Data,,,,,,,,,,
ILN000510407,BAUTSCH-GRAY MINE,GALENA,JO DAVIESS,IL,Final NPL,No ,No ,No ,No,Insufficient Data,5.0,510407.0,1000 SOUTH BLACKJACK ROAD,61036.0,N,N,,42.357422,-90.398569,09/18/12
ILSFN0508010,ALCOA PROPERTIES,EAST ST. LOUIS,ST. CLAIR,IL,Not NPL,Yes,No ,No ,No,Insufficient Data,,,,,,,,,,
ILT180011975,"INTERSTATE POLLUTION CONTROL, INC.",ROCKFORD,WINNEBAGO,IL,Final NPL,No ,Yes,No ,Yes,Yes,5.0,501164.0,NW OF MAGNOLIA & PEOPLES AVE,61109.0,N,N,,42.241,-89.098,03/31/89
IND000715490,CONRAIL RAIL YARD (ELKHART),ELKHART,ELKHART,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501199.0,SR 33,46514.0,N,N,,41.6634,-86.0115,08/30/90
IND000807107,REILLY TAR & CHEMICAL CORP. (INDIANAPOLIS PLANT),INDIANAPOLIS,MARION,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501215.0,1500 S TIBBS AVE,46241.0,N,N,,39.740281,-86.218331,09/21/84
IND001213503,CONTINENTAL STEEL CORP.,KOKOMO,HOWARD,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501228.0,W MARKLAND AVE,46902.0,N,N,,40.474169,-86.156299,03/31/89
IND005444104,FEDERATED METALS CORP WHITING,HAMMOND,LAKE,IN,Final NPL,No ,No ,No ,No,Insufficient Data,5.0,501275.0,2230 INDIANAPOLIS BLVD,46394.0,N,N,,41.672435,-87.496064,09/07/23
IND005480462,CAM-OR INC.,WESTVILLE,LA PORTE,IN,Final NPL,No ,No ,No ,Insufficient Data,No,5.0,501297.0,STATE ROAD 2 AND HIGHWAY 421,46391.0,N,N,,41.546528,-86.899306,03/06/98
IND006038764,TRI-STATE PLATING,COLUMBUS,BARTHOLOMEW,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501308.0,1716 KELLER AVE,47201.0,N,N,,39.2164,-85.9007,07/14/97
IND006377048,PRESTOLITE BATTERY DIVISION,VINCENNES,KNOX,IN,Final NPL,No ,Yes,No ,Yes,Yes,5.0,501330.0,US HIGHWAY 41N,47591.0,N,N,,38.691669,-87.501661,10/04/89
IND006418651,BENNETT STONE QUARRY,BLOOMINGTON,MONROE,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501343.0,ST RTE 37 & ST RTE 46,47401.0,N,N,,39.1902,-86.5612,09/14/21
IND016360265,"AMERICAN CHEMICAL SERVICE, INC.",GRIFFITH,LAKE,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501373.0,420 SOUTH COLFAX AVENUE,46319.0,N,N,,41.5142,-87.4191,09/21/84
IND016395899,CARTER LEE LUMBER CO.,INDIANAPOLIS,MARION,IN,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,5.0,501376.0,1621 WEST WASHINGTON STREET,46222.0,N,N,,39.7654,-86.1918,07/09/96
IND040313017,SEYMOUR RECYCLING CORP.,SEYMOUR,JACKSON,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501404.0,G AVE WEST - FREEMAN MUNICIPAL AIRPORT,47274.0,N,N,,38.9352,-85.9213,09/08/83
IND047030226,"U.S. SMELTER AND LEAD REFINERY, INC.",EAST CHICAGO,LAKE,IN,Final NPL,No ,No ,No ,No,Insufficient Data,5.0,501433.0,5300 KENNEDY AVE,46312.0,N,N,,41.616758,-87.464046,04/09/09
IND048989479,WAYNE WASTE OIL,COLUMBIA CITY,WHITLEY,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501439.0,DANIEL DR PO BOX 467,46725.0,N,N,,41.1525,-85.476111,09/08/83
IND050530872,"NORTHSIDE SANITARY LANDFILL, INC",ZIONSVILLE,BOONE,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501442.0,985 S ST RD 421,46077.0,N,N,,40.028331,-86.273331,09/21/84
IND064703200,"LAKELAND DISPOSAL SERVICE, INC.",CLAYPOOL,KOSCIUSKO,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501482.0,RURAL ROUTE 1,46510.0,N,N,,41.1475,-85.917219,03/31/89
IND074315896,FISHER-CALO,LA PORTE,LA PORTE,IN,Final NPL,No ,Yes,No ,Yes,Yes,5.0,501504.0,PO BOX 684 KINGSBURY IND PK,46350.0,N,N,,41.5081,-86.6709,09/08/83
IND077005916,GARY DEVELOPMENT LANDFILL,GARY,LAKE,IN,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,501517.0,479 N. CLINE AVENUE,46406.0,N,N,,41.614061,-87.426447,09/16/11
IND084259951,ENVIROCHEM CORP.,ZIONSVILLE,BOONE,IN,Final NPL,No ,Yes,No ,Yes,No,5.0,501540.0,865 SOUTH US HIGHWAY 421,46077.0,N,N,,40.02935,-86.27903,09/08/83
IND980500292,HIMCO DUMP,ELKHART,ELKHART,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501596.0,COUNTY ROAD 10 AND NAPANEE EXTENSION,46514.0,N,N,,41.7073,-86.0084,02/21/90
IND980500524,LAKE SANDY JO (M&M LANDFILL),GARY,LAKE,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501611.0,3615 WEST 25TH AVENUE,46404.0,N,N,,41.570839,-87.382231,09/08/83
IND980504005,"WASTE, INC., LANDFILL",MICHIGAN CITY,LA PORTE,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501630.0,1701 EAST US 12,46360.0,N,N,,41.721669,-86.88,10/20/08
IND980607360,SOUTHSIDE SANITARY LANDFILL,INDIANAPOLIS,MARION,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501655.0,2561 KENTUCKY AVENUE,46221.0,N,N,,39.716111,-86.205,07/03/97
IND980607626,COLUMBUS OLD MUNICIPAL LANDFILL #1,COLUMBUS,BARTHOLOMEW,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501673.0,3RD ST BRIDGE AT WHITE RIVER,47201.0,N,N,,39.1974,-85.926,01/24/14
IND980607881,"DOUGLAS ROAD/UNIROYAL, INC., LANDFILL",MISHAWAKA,ST. JOSEPH,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501696.0,NW INTERSECTION OF DOUGLASS AND GRAPE RD,46544.0,N,N,,41.7132,-86.1926,03/31/89
IND980614556,NEAL'S LANDFILL (BLOOMINGTON),BLOOMINGTON,MONROE,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501759.0,approx. '7052-7964 In-48',47404.0,N,N,,39.1667,-86.6405,09/14/21
IND980615421,MIDCO I,GARY,LAKE,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501761.0,7400 W 15TH AVE,46406.0,N,N,,41.5895,-87.4284,09/08/83
IND980679542,FORT WAYNE REDUCTION DUMP,FORT WAYNE,ALLEN,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501799.0,5225 OLD MAUMEE RD,46803.0,N,N,,41.075,-85.066669,06/10/86
IND980679559,MIDCO II,GARY,LAKE,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501800.0,5900 INDUSTRIAL HIGHWAY,46406.0,N,N,,41.622781,-87.408611,06/10/86
IND980684583,POER FARM,HANCOCK COUNTY,HANCOCK,IN,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,5.0,501805.0,CO RD 1050E & CR 400N,46117.0,N,N,,39.844719,-85.605281,02/11/91
IND980794341,LEMON LANE LANDFILL,BLOOMINGTON,MONROE,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501812.0,LEMON LANE,47401.0,N,N,,39.1731,-86.5598,09/14/21
IND980794358,MAIN STREET WELL FIELD,ELKHART,ELKHART,IN,Final NPL,No ,Yes,No ,Insufficient Data,Yes,5.0,501813.0,1120 N MAIN ST,46514.0,N,N,,41.696389,-85.979161,09/08/83
IND980794366,MARION (BRAGG) DUMP,MARION,GRANT,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501814.0,2627-2629 CENTRAL AVE,46952.0,N,N,,40.537781,-85.633061,09/08/83
IND980794374,"WEDZEB ENTERPRISES, INC.",LEBANON,BOONE,IN,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,5.0,501815.0,320 SOUTH BALLARD STREET,46052.0,N,N,,40.0453,-86.4723,09/10/91
IND980794432,NINTH AVENUE DUMP,GARY,LAKE,IN,Final NPL,No ,Yes,No ,Yes,Insufficient Data,5.0,501816.0,7357 W NINTH AVE,46402.0,N,N,,41.5934,-87.429,09/08/83
IND980794549,NEAL'S DUMP (SPENCER),SPENCER,OWEN,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501817.0,T9N R4W SEC 12,47460.0,N,N,,39.2381,-86.7968,10/04/99
IND980904379,BECK'S LAKE,SOUTH BEND,ST. JOSEPH,IN,Final NPL,No ,No ,No ,Yes,Yes,5.0,501954.0,INTERSECTION OF WASHINGTON AND FALCON STREETS,46619.0,N,N,,41.676581,-86.297514,12/12/13
IND980997639,"TIPPECANOE SANITARY LANDFILL, INC.",LAFAYETTE,TIPPECANOE,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501964.0,"2801 NORTH 9TH RD, 1/2 MI N OF US 52",47905.0,N,N,,40.456111,-86.872219,08/30/90
IND980999635,GALEN MYERS DUMP/DRUM SALVAGE,OSCEOLA,ST. JOSEPH,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,501967.0,11303 EDISON,46561.0,N,N,,41.695839,-86.0875,03/31/89
IND980999791,WHITEFORD SALES & SERVICE INC./NATIONALEASE,SOUTH BEND,ST. JOSEPH,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,501978.0,2020 WEST SAMPLE STREET,46619.0,N,N,,41.663889,-86.280281,09/06/96
IND982073785,LUSHER STREET GROUND WATER CONTAMINATION,ELKHART,ELKHART,IN,Final NPL,No ,No ,No ,No,Insufficient Data,5.0,500018.0,IN THE VICINITY OF 1619 AVALON STREET,46516.0,N,N,,41.672922,-85.996225,03/19/08
INN000508071,TOWN OF PINES GROUNDWATER PLUME,TOWN OF PINES,PORTER,IN,Not NPL,Yes,No ,No ,No,Yes,,,,,,,,,,
INN000508142,JACOBSVILLE NEIGHBORHOOD SOIL CONTAMINATION,EVANSVILLE,VANDERBURGH,IN,Final NPL,No ,No ,No ,No,Not a Groundwater Site,5.0,508142.0,MAIN AND ILLINOIS,47710.0,N,N,,37.979297,-87.563989,07/22/04
INN000508642,GARDEN CITY GROUND WATER PLUME,GARDEN CITY,BARTHOLOMEW,IN,Final NPL,No ,Yes,Yes,Yes,Yes,5.0,508642.0,Intersection of Jonesville Road (State Road 11) and County Road 100 South (aka Garden Street),47201.0,N,N,,39.186075,-85.930472,12/12/13
INN000508678,PIKE AND MULBERRY STREETS PCE PLUME,MARTINSVILLE,MORGAN,IN,Final NPL,No ,No ,No ,No,Insufficient Data,5.0,508678.0,INTERSECTION OF PIKE AND MULBERRY STREET,46151.0,N,N,,39.428661,-86.431789,05/24/13
INN000509938,ELM STREET GROUND WATER CONTAMINATION,TERRE HAUTE,VIGO,IN,Final NPL,No ,No ,No ,No,Yes,5.0,509938.0,ELM STREET AND HIGHWAY 41,47807.0,N,N,,39.476586,-87.414319,03/07/07
INN000510229,LANE STREET GROUND WATER CONTAMINATION,ELKHART,ELKHART,IN,Final NPL,No ,No ,No ,Yes,Insufficient Data,5.0,510229.0,LANE STREET AT COUNTY ROAD 106,46514.0,N,N,,41.716847,-85.921006,09/23/09
INN000510272,CLIFF DRIVE GROUNDWATER CONTAMINATION,LOGANSPORT,CASS,IN,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,510272.0,CLIFF DRIVE (AKA RIVER ROAD) AND OTTAWA ROAD,46947.0,N,N,,40.7432,-86.3803,05/15/19
INN000510399,KEYSTONE CORRIDOR GROUND WATER CONTAMINATION,INDIANAPOLIS,MARION,IN,Final NPL,No ,No ,No ,Yes,Insufficient Data,5.0,510399.0,INTERSECTION OF N. KEYSTONE AVE AND E. FALL CREEK PKWY N. DRIVE,46205.0,N,N,,39.834722,-86.121667,12/12/13
INN000510479,KOKOMO CONTAMINATED GROUND WATER PLUME,KOKOMO,HOWARD,IN,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,510479.0,INTERSECTION OF S. ELIZABETH ST. AND E. VAILE AVE,46901.0,N,N,,40.479444,-86.114128,03/26/15
INN000510667,NORTH 5TH STREET GROUNDWATER CONTAMINATION,GOSHEN,ELKHART,IN,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,510667.0,308 NORTH 5TH STREET,46528.0,N,N,,41.590439,-85.833834,03/16/22
INN000510915,BROADWAY STREET CORRIDOR GROUNDWATER CONTAMINATION,ANDERSON,MADISON,IN,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,510915.0,INTERSECTION OF BROADWAY STREET AND GRAND AVENUE,46016.0,N,N,,40.1184,-85.6789,09/13/18
INN000510959,FRANKLIN STREET GROUNDWATER CONTAMINATION,SPENCER,OWEN,IN,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,510959.0,INTERSECTION OF S. MONTGOMERY STREET AND W.  MARKET STREET,47460.0,N,N,,39.2849,-86.7645,05/17/18
INSFN0507828,NORTH SHORE DRIVE,ELKHART,ELKHART,IN,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,5.0,507828.0,NORTH SHORE DRIVE,46514.0,N,N,,41.684722,-86.055,09/22/14
INT190010876,INTERNATIONAL MINERALS (E. PLANT),TERRE HAUTE,VIGO,IN,Deleted NPL,No ,Yes,Yes,Yes,Yes,5.0,502150.0,LOCKPORT RD,47802.0,N,N,,39.437781,-87.391389,02/11/91
KS0001402320,TRI-COUNTY PUBLIC AIRPORT,DELAVAN,MORRIS,KS,Proposed NPL,No ,No ,No ,Insufficient Data,No,7.0,703044.0,HERINGTON INDUSTRIAL PARK,67449.0,N,N,,38.697944,-96.797747,07/27/00
KS6214020756,FORT RILEY,JUNCTION CITY,GEARY,KS,Final NPL,No ,No ,No ,Yes,Insufficient Data,7.0,700743.0,DICKMAN AVE,66441.0,Y,N,,39.306647,-96.960906,08/30/90
KSD000829846,PESTER REFINERY CO.,EL DORADO,BUTLER,KS,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,700447.0,N TOPEKA ST,67042.0,N,N,,37.839364,-96.857611,03/31/89
KSD007135429,HYDRO-FLEX INC.,TOPEKA,SHAWNEE,KS,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,7.0,700468.0,2101 NW BRICKYARD RD,66618.0,N,N,,39.087078,-95.725792,11/09/93
KSD007241656,29TH & MEAD GROUND WATER CONTAMINATION,WICHITA,SEDGWICK,KS,Deleted NPL,No ,No ,No ,Yes,Yes,7.0,700496.0,412 E 29TH N 26S 1E SW 1/4 S 33,67219.0,N,N,,37.735692,-97.33325,04/29/96
KSD031349624,"CHEMICAL COMMODITIES, INC.",OLATHE,JOHNSON,KS,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,700513.0,S. KEELER ST,66061.0,N,N,,38.878244,-94.805603,05/31/94
KSD046746731,ACE SERVICES,COLBY,THOMAS,KS,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,700521.0,345 CONVESSE,67701.0,N,N,,39.396267,-101.040361,09/29/95
KSD065735912,"PLATING, INC.",GREAT BEND,BARTON,KS,Final NPL,No ,No ,No ,Yes,Yes,7.0,705326.0,8801 WEST SIXTH STREET,67530.0,N,N,,38.346542,-98.84946,03/19/08
KSD980500789,ARKANSAS CITY DUMP,ARKANSAS CITY,COWLEY,KS,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,7.0,700559.0,HWY 166 S,67005.0,N,N,,37.056317,-97.050025,03/01/96
KSD980631766,OBEE ROAD,HUTCHINSON,RENO,KS,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,700580.0,OBEE RD,67501.0,N,N,,38.063503,-97.857775,07/22/87
KSD980631980,JOHNS' SLUDGE POND,WICHITA,SEDGWICK,KS,Deleted NPL,No ,Yes,Yes,Yes,Yes,7.0,700602.0,29TH ST NE OF HYDRAULIC,67212.0,N,N,,37.736936,-97.316475,01/06/92
KSD980632301,DOEPKE DISPOSAL (HOLLIDAY),SHAWNEE MISSION,JOHNSON,KS,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,700631.0,HOLLIDAY DR,66218.0,N,N,,39.036314,-94.794083,09/08/83
KSD980686174,BIG RIVER SAND CO.,WICHITA,SEDGWICK,KS,Deleted NPL,No ,Yes,Yes,Yes,Yes,7.0,700663.0,4900 W 21ST,67205.0,N,N,,37.727839,-97.400417,10/14/92
KSD980741862,CHEROKEE COUNTY,CHEROKEE COUNTY,CHEROKEE,KS,Final NPL,No ,No ,No ,No,No,7.0,700667.0,SOUTHEAST PORTION OF THE  STATE OF KS,66739.0,N,Y,"Cherokee Nation (Current); Eastern Shawnee Tribe of Oklahoma (Current); Miami Tribe of Oklahoma (Current); Ottawa Tribe of Oklahoma (Current); Peoria Tribe of Indians of Oklahoma (Current); Quapaw Nation (Current); Seneca-Cayuga Nation (Current); Shawnee Tribe (Current); The Osage Nation (Current); United Keetoowah Band of Cherokee Indians in Oklahoma (Current); Wichita and Affiliated Tribes (Wichita, Keechi, Waco, & Tawakonie), Oklahoma (Current)",37.079653,-94.724186,09/08/83
KSD980862726,STROTHER FIELD INDUSTRIAL PARK,WINFIELD,COWLEY,KS,Final NPL,No ,Yes,No ,Insufficient Data,Yes,7.0,700677.0,NE 1/4 SEC 19 T33S R4E,67156.0,N,N,,37.172031,-97.028919,06/10/86
KSD981710247,57TH AND NORTH BROADWAY STREETS SITE,WICHITA,SEDGWICK,KS,Final NPL,No ,Yes,No ,Yes,No,7.0,700694.0,57TH & N BROADWAY STREETS,67219.0,N,N,,37.783636,-97.337547,10/14/92
KSD984985929,WRIGHT GROUND WATER CONTAMINATION,WRIGHT,FORD,KS,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,702403.0,7 MILES NE OF DODGE CITY OFF HWY 50/56,67882.0,N,N,,37.780781,-99.889442,06/17/96
KSN000703396,CANEY RESIDENTIAL YARDS,CANEY,MONTGOMERY,KS,Final NPL,No ,No ,No ,No,Not a Groundwater Site,7.0,703396.0,Intersection of North Main Street and East 3rd Ave,67333.0,N,Y,Cherokee Nation (Current); Shawnee Tribe (Current); The Osage Nation (Current),37.013136,-95.934889,09/03/20
KSN000705026,FORMER UNITED ZINC & ASSOCIATED SMELTERS,IOLA,ALLEN,KS,Final NPL,No ,No ,No ,No,Not a Groundwater Site,7.0,705026.0,HIGHWAY 54 & KANSAS DRIVE,66749.0,N,Y,Eastern Shawnee Tribe of Oklahoma (Current); Prairie Band Potawatomi Nation (Current); Shawnee Tribe (Current); The Osage Nation (Current),37.92228,-95.3859,05/24/13
KSN000706550,CHEROKEE ZINC - WEIR SMELTER,WEIR,CHEROKEE,KS,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,7.0,706550.0,413 N WASHINGTON STREET,66781.0,N,Y,Cherokee Nation (Current); Eastern Shawnee Tribe of Oklahoma (Current); Peoria Tribe of Indians of Oklahoma (Current); Quapaw Nation (Current); Shawnee Tribe (Current); The Osage Nation (Current),37.313778,-94.772389,09/09/21
KY8890008982,PADUCAH GASEOUS DIFFUSION PLANT (USDOE),KEVIL,MCCRACKEN,KY,Final NPL,No ,No ,No ,Yes,No,4.0,404794.0,5501 HOBBS ROAD,42053.0,Y,N,,37.120138,-88.811111,05/31/94
KYD006370167,B.F. GOODRICH,CALVERT CITY,MARSHALL,KY,Final NPL,No ,Yes,No ,Yes,Yes,4.0,401930.0,KY HWY 1523,42029.0,N,N,,37.0503,-88.3234,09/08/83
KYD006371074,GENERAL TIRE & RUBBER CO. (MAYFIELD LANDFILL),MAYFIELD,GRAVES,KY,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,401932.0,1 GENERAL ST,42066.0,N,N,,36.7906,-88.6358,10/27/00
KYD041981010,AIRCO,CALVERT CITY,MARSHALL,KY,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,401977.0,HWY 1523,42029.0,N,N,,37.0496,-88.3225,09/14/21
KYD045738291,"CALDWELL LACE LEATHER CO., INC.",AUBURN,LOGAN,KY,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,401986.0,111 E CALDWELL ST,42206.0,N,N,,36.8725,-86.746389,08/30/90
KYD049062375,NATIONAL SOUTHWIRE ALUMINUM CO.,HAWESVILLE,HANCOCK,KY,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,401991.0,JCT KY HWY 271 & 334,42348.0,N,N,,37.944999,-86.787778,10/05/15
KYD097267413,SMITH'S FARM,BROOKS,BULLITT,KY,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,402059.0,PRYOR VALLEY RD,40165.0,N,N,,38.0375,-85.733331,06/10/86
KYD980500961,A.L. TAYLOR (VALLEY OF DRUMS),BROOKS,BULLITT,KY,Deleted NPL,No ,Yes,No ,Yes,Yes,4.0,402072.0,ST HWY 1020,40165.0,N,N,,38.081939,-85.725,05/17/96
